98	393
100	393
102	389
104	353
106	370
108	372
110	400
112	368
114	361
116	358
118	343
120	353
122	287
124	400
126	361
128	362
130	297
132	327
134	340
136	316
138	400
140	347
142	337
144	313
146	298
148	346
150	350
152	400
154	318
156	221
158	308
160	267
162	284
164	298
166	400
168	284
170	178
172	271
174	141
176	263
178	293
180	300
182	400
184	294
186	297
188	264
190	299
192	300
194	290
196	400
198	279
200	308
202	317
204	334
206	353
98	392
100	391
102	386
104	348
106	369
108	376
110	400
112	368
114	361
116	354
118	341
120	344
122	287
124	400
126	357
128	358
130	293
132	318
134	343
136	310
138	400
140	340
142	332
144	314
146	297
148	342
150	346
152	400
154	308
156	206
158	294
160	257
162	270
164	293
166	400
168	278
170	170
172	259
174	132
176	251
178	286
180	294
182	400
184	286
186	287
188	254
190	297
192	292
194	279
196	400
198	281
200	302
202	311
204	332
206	348
98	390
100	387
102	387
104	357
106	366
108	376
110	400
112	369
114	361
116	361
118	348
120	352
122	295
124	400
126	355
128	356
130	293
132	326
134	350
136	315
138	400
140	335
142	332
144	310
146	302
148	340
150	346
152	400
154	323
156	202
158	289
160	262
162	299
164	294
166	400
168	276
170	178
172	252
174	137
176	258
178	289
180	286
182	400
184	274
186	284
188	264
190	266
192	266
194	292
196	400
198	307
200	313
202	322
204	334
206	349
98	395
100	395
102	391
104	361
106	373
108	377
110	400
112	373
114	365
116	368
118	355
120	355
122	305
124	400
126	358
128	363
130	296
132	332
134	348
136	321
138	400
140	339
142	333
144	319
146	301
148	342
150	339
152	400
154	318
156	211
158	293
160	278
162	317
164	316
166	400
168	275
170	178
172	237
174	127
176	256
178	283
180	290
182	400
184	281
186	280
188	267
190	261
192	294
194	318
196	400
198	322
200	321
202	334
204	338
206	352
98	394
100	393
102	391
104	363
106	370
108	373
110	400
112	371
114	364
116	364
118	350
120	342
122	311
124	400
126	355
128	357
130	300
132	328
134	349
136	316
138	400
140	333
142	342
144	313
146	304
148	332
150	341
152	400
154	311
156	213
158	287
160	266
162	325
164	309
166	400
168	288
170	184
172	242
174	116
176	234
178	266
180	280
182	400
184	269
186	269
188	247
190	271
192	306
194	321
196	400
198	330
200	321
202	332
204	336
206	355
98	393
100	393
102	390
104	359
106	370
108	372
110	400
112	369
114	364
116	359
118	345
120	343
122	290
124	400
126	352
128	356
130	292
132	327
134	346
136	305
138	400
140	329
142	338
144	305
146	300
148	319
150	331
152	400
154	313
156	205
158	274
160	259
162	306
164	305
166	400
168	289
170	199
172	235
174	106
176	206
178	241
180	274
182	400
184	273
186	255
188	240
190	288
192	312
194	325
196	400
198	324
200	315
202	332
204	343
206	355
98	397
100	395
102	393
104	365
106	373
108	379
110	400
112	374
114	366
116	357
118	351
120	351
122	292
124	400
126	352
128	352
130	294
132	333
134	344
136	314
138	400
140	333
142	340
144	309
146	303
148	325
150	335
152	400
154	315
156	217
158	284
160	260
162	307
164	317
166	400
168	301
170	234
172	271
174	98
176	202
178	236
180	264
182	400
184	265
186	260
188	253
190	296
192	310
194	324
196	400
198	331
200	313
202	328
204	342
206	352
98	396
100	395
102	392
104	361
106	375
108	378
110	400
112	374
114	361
116	362
118	351
120	355
122	291
124	400
126	354
128	354
130	294
132	330
134	343
136	313
138	400
140	327
142	337
144	305
146	305
148	327
150	340
152	400
154	307
156	210
158	282
160	257
162	312
164	320
166	400
168	301
170	228
172	269
174	104
176	218
178	251
180	249
182	400
184	250
186	244
188	245
190	294
192	313
194	330
196	400
198	328
200	312
202	324
204	339
206	347
98	396
100	395
102	391
104	364
106	375
108	375
110	400
112	372
114	364
116	357
118	353
120	357
122	301
124	400
126	360
128	359
130	302
132	335
134	347
136	318
138	400
140	337
142	342
144	311
146	313
148	333
150	347
152	400
154	317
156	232
158	279
160	263
162	319
164	320
166	400
168	306
170	242
172	288
174	146
176	226
178	246
180	238
182	400
184	253
186	244
188	240
190	285
192	307
194	328
196	400
198	335
200	303
202	319
204	339
206	347
98	397
100	398
102	397
104	365
106	376
108	379
110	400
112	370
114	367
116	360
118	355
120	354
122	299
124	400
126	360
128	359
130	300
132	331
134	342
136	320
138	400
140	336
142	341
144	312
146	306
148	329
150	348
152	400
154	313
156	224
158	288
160	250
162	313
164	321
166	400
168	317
170	241
172	286
174	159
176	228
178	248
180	222
182	400
184	247
186	241
188	232
190	287
192	311
194	332
196	400
198	331
200	303
202	326
204	343
206	351
98	392
100	395
102	395
104	364
106	376
108	377
110	400
112	374
114	367
116	361
118	343
120	346
122	293
124	400
126	353
128	347
130	291
132	329
134	337
136	315
138	400
140	329
142	336
144	298
146	302
148	328
150	347
152	400
154	319
156	231
158	277
160	236
162	310
164	308
166	400
168	317
170	244
172	291
174	173
176	226
178	257
180	267
182	400
184	276
186	257
188	236
190	292
192	315
194	331
196	400
198	329
